"","DBN","School Name","Year","NumTested","MeanScaleScore","Level1p","Level2p","Level3p","Level4p","Level34p","SchoolYear","LocationName","NumStudents","NumSchools","SchoolsInBuilding","MajorN","OthN","NoCrimN","PropN","VioN","GroupNameOfPop","BuildingPop","AvgMajor","AvgOth","AvgNoCrim","AvgPop","AvgVio","BoroughName","Postcode","Latitude","Longitude","CommunityBoard","CouncilDistrict","Census Tract.x","BIN.x","BBL.x","NTA","GroupNameofPop.y","BuildingPopulation.y","BIN.y","BBL.y","totCrime"
"89","03M208","P.S. 208 ALAIN L. LOCKE",2015,142,281,"57","26.1","14.1","2.8","16.9","2015","P.S. 208 Alain L. Locke",157,1,"P.S. 208 Alain L. Locke",0,1,0,0,1,"2C","1-250","0.36","0.76","1.17","0.64","0.37","MANHATTAN",10026,40.797874,-73.949699,10,9,186,1051410,1015950015,"Central Harlem South",NA,NA,NA,NA,2
"90","03M241","STEM INSTITUTE OF MANHATTAN",2015,40,263,"82.5","12.5","5","0","5","2015","STEM Institute of Manhattan",100,1,"STEM Institute of Manhattan",0,0,3,0,0,"2C","1-250","0.36","0.76","1.17","0.64","0.37","MANHATTAN",10026,40.801689,-73.954908,10,9,216,1055111,1018280015,"Central Harlem South",NA,NA,NA,NA,3
"91","03M242","P.S. 242 - THE YOUNG DIPLOMATS MAGNET ACADEMY",2015,85,301,"29.4","38.8","24.7","7.1","31.8","2015","P.S. 242 - The Young Diplomats Magnet Academy",221,2,"P.S. 242 - The Young Diplomats Magnet Academy |  Future Leaders Institute Charter School |  134 WEST 122 STREET CONSOLIDATED LOCATION",0,2,0,1,0,"2C","1-250","0.36","0.76","1.17","0.64","0.37","MANHATTAN",10027,40.8063,-73.948013,10,9,220,1057683,1019060011,"Central Harlem South","2C","1-250",1057683,1019060011,3
"92","03M243","M.S. 243 CENTER SCHOOL",2015,162,339,"1.2","17.9","38.3","42.6","80.9","2015","M.S. 243 Center School",230,2,"P.S. 009 Sarah Anderson |  M.S. 243 Center School |  100 WEST  84 STREET CONSOLIDATED LOCATION",0,0,0,0,0,"2C","1-250","0.46","1.65","2.77","1.17","0.75","MANHATTAN",10024,40.785287,-73.97343,7,6,169,1032119,1012140029,"Upper West Side","5C","751-1000",1032119,1012140029,0
"93","03M245","M.S. M245 THE COMPUTER SCHOOL",2015,289,325,"9","32.2","31.8","27","58.8","2015","M.S. M245 The Computer School",412,3,"M.S. M245 The Computer School |  The Anderson School |  P.S. 452 |  100 WEST  77 STREET CONSOLIDATED LOCATION",2,3,0,5,0,"3C","251-500","0.89","3.22","5.07","2.18","1.64","MANHATTAN",10024,40.780822,-73.976855,7,6,161,1030178,1011480014,"Upper West Side","7C","1251-1500",1030178,1011480014,10
"94","03M247","M.S. M247 DUAL LANGUAGE MIDDLE SCHOOL",2015,177,308,"15.8","49.7","27.7","6.8","34.5","2015","M.S. M247 Dual Language Middle School",197,2,"P.S. 084 Lillian Weber |  M.S. M247 Dual Language Middle School |  32 WEST  92 STREET CONSOLIDATED LOCATION",0,0,0,0,0,"2C","1-250","0.31","1.12","1.82","0.79","0.51","MANHATTAN",10025,40.789526,-73.967574,7,6,177,1081042,1012050006,"Upper West Side","4C","501-750",1081042,1012050006,0
"95","03M250","M.S. 250 WEST SIDE COLLABORATIVE MIDDLE SCHOOL",2015,171,300,"31","53.8","11.7","3.5","15.2","2015","M.S. 250 West Side Collaborative Middle School",189,2,"P.S. 075 Emily Dickinson| M.S. 250 West Side Collaborative Middle School| 735 WEST END AVENUE CONSOLDATED LOCATION",0,0,2,0,0,"2C","1-250","0.46","1.65","2.77","1.17","0.75","MANHATTAN",10025,40.795157,-73.973292,7,6,183,1034190,1012530065,"Upper West Side","5C","751-1000",1034190,1012530065,2
"96","03M256","M.S. 256 ACADEMIC & ATHLETIC EXCELLENCE",2015,131,277,"61.8","31.3","6.1","0.8","6.9","2015","M.S. 256 Academic & Athletic Excellence",142,3,"M.S. 256 Academic & Athletic Excellence |  Community Action School - MS 258 |  P.S. 333 Manhattan School for Children |  154 WEST  93 STREET CONSOLIDATED LOCATION",0,2,1,0,2,"2C","1-250","0.48","2.19","3.69","1.29","1","MANHATTAN",10025,40.791728,-73.970845,7,6,177,1032522,1012230005,"Upper West Side","6C","1001-1250",1032522,1012230005,5
"97","03M258","COMMUNITY ACTION SCHOOL - MS 258",2015,206,303,"21.8","55.8","16.5","5.8","22.3","2015","Community Action School - MS 258",255,3,"M.S. 256 Academic & Athletic Excellence |  Community Action School - MS 258 |  P.S. 333 Manhattan School for Children |  154 WEST  93 STREET CONSOLIDATED LOCATION",0,2,1,0,2,"3C","251-500","0.48","2.19","3.69","1.29","1","MANHATTAN",10025,40.791728,-73.970845,7,6,177,1032522,1012230005,"Upper West Side","6C","1001-1250",1032522,1012230005,5
"98","03M333","P.S. 333 MANHATTAN SCHOOL FOR CHILDREN",2015,369,319,"14.4","32.2","30.1","23.3","53.4","2015","P.S. 333 Manhattan School for Children",759,3,"M.S. 256 Academic & Athletic Excellence |  Community Action School - MS 258 |  P.S. 333 Manhattan School for Children |  154 WEST  93 STREET CONSOLIDATED LOCATION",0,2,1,0,2,"5C","751-1000","0.48","2.19","3.69","1.29","1","MANHATTAN",10025,40.791728,-73.970845,7,6,177,1032522,1012230005,"Upper West Side","6C","1001-1250",1032522,1012230005,5
"99","03M334","THE ANDERSON SCHOOL",2015,340,368,"0","2.1","10","87.9","97.9","2015","The Anderson School",574,3,"M.S. M245 The Computer School |  The Anderson School |  P.S. 452 |  100 WEST  77 STREET CONSOLIDATED LOCATION",2,3,0,5,0,"4C","501-750","0.89","3.22","5.07","2.18","1.64","MANHATTAN",10024,40.780822,-73.976855,7,6,161,1030178,1011480014,"Upper West Side","7C","1251-1500",1030178,1011480014,10
"100","03M415","WADLEIGH SECONDARY SCHOOL FOR THE PERFORMING & VISUAL ARTS",2015,33,272,"69.7","30.3","0","0","0","2015","Wadleigh Secondary School for the Performing & Vis",445,2,"Wadleigh Secondary School for the Performing & Vis |  Frederick Douglass Academy II Secondary School |  215 WEST 114 STREET CONSOLIDATED LOCATION",5,10,17,9,5,"3C","251-500","0.46","1.65","2.77","1.17","0.75","MANHATTAN",10026,40.802207,-73.954142,10,9,218,1055204,1018300019,"Central Harlem South","5C","751-1000",1055204,1018300019,46
"101","03M421","WEST PREP ACADEMY",2015,163,297,"30.1","50.9","16","3.1","19","2015","West Prep Academy",195,2,"P.S. 145, The Bloomingdale School |  West Prep Academy |  150 WEST 105 STREET CONSOLIDATED LOCATION",1,0,6,1,0,"2C","1-250","0.31","1.12","1.82","0.79","0.51","MANHATTAN",10025,40.799178,-73.964842,7,7,189,1076625,1018590001,"Upper West Side","4C","501-750",1076625,1018590001,8
"102","03M452","P.S. 452",2015,98,331,"8.2","23.5","28.6","39.8","68.4","2015","P.S. 452",286,3,"M.S. M245 The Computer School |  The Anderson School |  P.S. 452 |  100 WEST  77 STREET CONSOLIDATED LOCATION",2,3,0,5,0,"3C","251- 500","0.89","3.22","5.07","2.18","1.64","MANHATTAN",10024,40.780822,-73.976855,7,6,161,1030178,1011480014,"Upper West Side","7C","1251-1500",1030178,1011480014,10
"103","03M859","SPECIAL MUSIC SCHOOL",2015,68,355,"0","4.4","26.5","69.1","95.6","2015","Special Music School",231,1,"Special Music School",0,0,1,0,0,"2C","1-250","0.36","0.76","1.17","0.64","0.37","MANHATTAN",10023,40.774919,-73.982745,7,6,153,1081024,1011390008,"Lincoln Square",NA,NA,NA,NA,1
"104","03M860","FREDERICK DOUGLASS ACADEMY II SECONDARY SCHOOL",2015,66,283,"43.9","45.5","7.6","3","10.6","2015","Frederick Douglass Academy II Secondary School",411,2,"Wadleigh Secondary School for the Performing & Vis |  Frederick Douglass Academy II Secondary School |  215 WEST 114 STREET CONSOLIDATED LOCATION",5,10,17,9,5,"3C","251-500","0.46","1.65","2.77","1.17","0.75","MANHATTAN",10026,40.802207,-73.954142,10,9,218,1055204,1018300019,"Central Harlem South","5C","751-1000",1055204,1018300019,46
"105","03M862","MOTT HALL II",2015,266,325,"7.9","28.2","41.7","22.2","63.9","2015","Mott Hall II",338,2,"P.S. 165 Robert E. Simon |  Mott Hall II |  234 WEST 109 STREET CONSOLIDATED LOCATION",2,1,5,3,0,"3C","251-500","0.48","2.19","3.69","1.29","1","MANHATTAN",10025,40.802917,-73.965613,7,7,195,1056676,1018800013,"Morningside Heights","6C","1001-1250",1056676,1018800013,11
"106","04M007","P.S. 007 SAMUEL STERN",2015,205,298,"32.2","39","23.9","4.9","28.8","2015","P.S. 007 Samuel Stern",385,2,"P.S. 007 Samuel Stern |  Global Technology Preparatory |  160 EAST 120 STREET CONSOLIDATED LOCATION",1,2,8,1,2,"3C","251-500","0.31","1.12","1.82","0.79","0.51","MANHATTAN",10035,40.801007,-73.939349,11,8,196,1083501,1017680021,"East Harlem North","4C","501-750",1083501,1017680021,14
"107","04M012","TAG YOUNG SCHOLARS",2015,315,359,"0","5.1","22.2","72.7","94.9","2015","Tag Young Scholars",538,3,"Tag Young Scholars |  ESPERANZA PREPARATORY ACADEMY |  Global Neighborhood Secondary School |  240 EAST 109 STREET CONSOLIDATED LOCATION",0,6,3,4,2,"4C","501-750","0.48","2.19","3.69","1.29","1","MANHATTAN",10029,40.79307,-73.942303,11,8,170,1052433,1016560100,"East Harlem South","6C","1001-1250",1052433,1016560100,15
"108","04M013","J.H.S. 013 JACKIE ROBINSON",2015,31,282,"45.2","51.6","3.2","0","3.2","2015","J.H.S. 013 Jackie Robinson",496,5,"J.H.S. 013 Jackie Robinson|  Central Park East I|  Central Park East High School|  East Harlem Scholars Academy Charter School II|  East Harlem Scholars Academy Charter School|  1573 MADISON AVENUE CONSOLIDATED LOCATION",0,3,2,2,0,"3C","251- 500","0.48","2.19","3.69","1.29","1","MANHATTAN",10029,40.793763,-73.949381,11,8,17401,1051515,1016120050,"East Harlem South","6C","1001-1250",1051515,1016120050,7
"109","04M037","RIVER EAST ELEMENTARY",2015,98,299,"29.6","46.9","16.3","7.1","23.5","2015","River East Elementary",221,2,"River East Elementary |  P.S. 206 Jose Celso Barbosa |  508 EAST 120 STREET CONSOLIDATED LOCATION",0,1,0,0,1,"2C","1-250","0.31","1.12","1.82","0.79","0.51","MANHATTAN",10035,40.797467,-73.930868,11,8,192,1084005,1018160001,"East Harlem North","4C","501-750",1084005,1018160001,2
"110","04M038","P.S. 38 ROBERTO CLEMENTE",2015,108,278,"62","26.9","9.3","1.9","11.1","2015","P.S. 38 Roberto Clemente",265,2,"P.S. 38 Roberto Clemente|DREAM Charter School|232 EAST 103 STREET CONSOLIDATED LOCATION",1,2,1,2,0,"3C","251-500","0.27","1.11","1.38","0.8","0.48","MANHATTAN",10029,40.788952,-73.944538,11,8,164,1052384,1016520016,"East Harlem South","3C","251-500",1052384,1016520016,6
"111","04M050","P.S. 050 VITO MARCANTONIO",2015,206,275,"63.6","29.1","6.3","1","7.3","2015","P.S. 050 Vito Marcantonio",338,1,"P.S. 050 Vito Marcantonio",0,5,2,2,2,"3C","251-500","0.27","1.11","1.38","0.8","0.48","MANHATTAN",10029,40.785258,-73.941526,11,8,162,1083933,1016940001,"East Harlem South",NA,NA,NA,NA,11
"112","04M057","JAMES WELDON JOHNSON",2015,511,300,"31.1","37.2","24.1","7.6","31.7","2015","James Weldon Johnson",856,1,"James Weldon Johnson",0,0,1,0,0,"5C","751-1000","0.46","1.65","2.77","1.17","0.75","MANHATTAN",10029,40.797577,-73.94128,11,8,182,1083184,1016400139,"East Harlem North",NA,NA,NA,NA,1
"113","04M072","THE LEXINGTON ACADEMY",2015,271,292,"40.6","39.9","15.1","4.4","19.6","2015","The Lexington Academy",563,1,"The Lexington Academy",0,0,1,0,0,"4C","501-750","0.31","1.12","1.82","0.79","0.51","MANHATTAN",10029,40.791179,-73.947776,11,8,166,1081340,1016320011,"East Harlem South",NA,NA,NA,NA,1
"114","04M083","P.S. 083 LUIS MUNOZ RIVERA",2015,189,308,"24.3","30.7","27.5","17.5","45","2015","P.S. 083 Luis Munoz Rivera",445,2,"P.S. 083 Luis Munoz Rivera |  The Bilingual Bicultural School |  219 EAST 109 STREET CONSOLIDATED LOCATION",0,2,0,1,1,"3C","251-500","0.46","1.65","2.77","1.17","0.75","MANHATTAN",10029,40.793194,-73.942548,11,8,180,1052436,1016590012,"East Harlem North","5C","751-1000",1052436,1016590012,4
"115","04M096","P.S. 096 JOSEPH LANZETTA",2015,282,272,"67.4","26.6","5.7","0.4","6","2015","P.S. 096 Joseph Lanzetta",455,1,"P.S. 096 Joseph Lanzetta",1,1,0,2,0,"3C","251-500","0.27","1.11","1.38","0.8","0.48","MANHATTAN",10035,40.800256,-73.937558,11,8,194,1074333,1017840012,"East Harlem North",NA,NA,NA,NA,4
"116","04M102","P.S. 102 JACQUES CARTIER",2015,123,286,"56.1","23.6","8.1","12.2","20.3","2015","P.S. 102 Jacques Cartier",316,1,"P.S. 102 Jacques Cartier",1,1,1,2,0,"3C","251-500","0.27","1.11","1.38","0.8","0.48","MANHATTAN",10029,40.794872,-73.938719,11,8,180,1081366,1016840101,"East Harlem North",NA,NA,NA,NA,5
"117","04M108","P.S. 108 ASSEMBLYMAN ANGELO DEL TORO EDUCATIONAL COMPLEX",2015,429,288,"45.2","40.6","11.4","2.8","14.2","2015","P.S. 108 Assemblyman Angelo Del Toro Educational C",626,1,"P.S. 108 Assemblyman Angelo Del Toro Educational C",0,2,2,1,1,"4C","501-750","0.31","1.12","1.82","0.79","0.51","MANHATTAN",10029,40.795146,-73.948368,11,8,17401,1051584,1016140021,"East Harlem South",NA,NA,NA,NA,6
