"","DBN","School Name","Year","NumTested","MeanScaleScore","Level1p","Level2p","Level3p","Level4p","Level34p","LocationName","NumStudents","NumSchools","SchoolsInBuilding","MajorN","OthN","NoCrimN","PropN","VioN","GroupNameOfPop","BuildingPop","AvgMajor","AvgOth","AvgNoCrim","AvgPop","AvgVio","BoroughName","Postcode","Latitude","Longitude","CommunityBoard","CouncilDistrict","Census Tract.x","BIN.x","BBL.x","NTA","GroupNameofPop.y","BuildingPopulation.y","BIN.y","BBL.y","totCrime"
"65","02M397","SPRUCE STREET SCHOOL",2014,95,341,"2.1","15.8","30.5","51.6","82.1","SPRUCE STREET SCHOOL",362,1,"SPRUCE STREET SCHOOL",1,0,0,1,0,"3C","251-500","0.35","1.06","1.09","0.73","0.5","MANHATTAN",10038,40.711313,-74.005472,1,1,1501,1087485,1001007502,"Battery Park City-Lower Manhattan",NA,NA,NA,NA,2
"66","02M407","INSTITUTE FOR COLLABORATIVE EDUCATION",2014,52,318,"15.4","38.5","32.7","13.5","46.2","Institute for Collaborative Education",468,3,"P.S. M226 |  Institute for Collaborative Education |  High School for Health Professions and Human Servi |  345 EAST  15TH STREET CONSOLIDATED LOCATION",5,9,8,10,4,"3C","251-500","2.39","7.89","13.67","5.22","3.94","MANHATTAN",10003,40.732447,-73.983031,6,2,48,1020419,1009220008,"Gramercy","10C","2001-2500",1020419,1009220008,36
"67","02M408","PROFESSIONAL PERFORMING ARTS HIGH SCHOOL",2014,79,326,"3.8","35.4","41.8","19","60.8","Professional Performing Arts High School",512,2,"P.S. 212 Midtown West |  Professional Performing Arts High School |  328 WEST  48 STREET CONSOLIDATED LOCATION",1,0,3,1,0,"4C","501-750","0.52","1.71","2.49","1.16","0.75","MANHATTAN",10036,40.761448,-73.988019,4,3,127,1025092,1010380014,"Clinton","5C","751-1000",1025092,1010380014,5
"68","02M413","SCHOOL OF THE FUTURE HIGH SCHOOL",2014,279,324,"8.6","31.9","34.1","25.4","59.5","School of the Future High School",715,1,"School of the Future High School",0,0,3,0,0,"4C","501-750","0.33","1.32","1.76","0.83","0.59","MANHATTAN",10010,40.738952,-73.985479,5,2,68,1018014,1008780016,"Gramercy",NA,NA,NA,NA,3
"69","02M422","QUEST TO LEARN",2014,245,308,"23.3","39.2","23.7","13.9","37.6","Quest to Learn",478,6,"James Baldwin School, The: A School for Expedition |  MANHATTAN BUSINESS ACADEMY |  Landmark High School |  Quest to Learn |  Hudson High School of Learning Technologies |  Humanities Preparatory Academy |  351 WEST  18 STREET CONSOLIDATED LOCATION",2,13,20,12,2,"3C","251-500","2.39","7.89","13.67","5.22","3.94","MANHATTAN",10011,40.742867,-74.002136,4,3,89,1013096,1007420007,"Hudson Yards-Chelsea-Flatiron-Union Square","10C","2001-2500",1013096,1007420007,49
"70","02M442","BALLET TECH, NYC PUBLIC SCHOOL FOR DANCE",2014,143,338,"2.8","20.3","35","42","76.9","Ballet Tech, NYC Public School for Dance",149,1,"Ballet Tech, NYC Public School for Dance",0,1,0,1,0,"2C","1-250","0.43","1.03","1.23","0.99","0.41","MANHATTAN",10003,40.73859,-73.989911,5,2,52,1016163,1008487502,"Hudson Yards-Chelsea-Flatiron-Union Square",NA,NA,NA,NA,2
"71","02M655","LIFE SCIENCES SECONDARY SCHOOL",2014,76,284,"50","42.1","7.9","0","7.9","Life Sciences Secondary School",771,1,"Life Sciences Secondary School",0,5,3,2,2,"5C","751-1000","0.52","1.71","2.49","1.16","0.75","MANHATTAN",10128,40.783625,-73.945637,8,5,15601,1050338,1015580034,"Yorkville",NA,NA,NA,NA,12
"72","02M896","LOWER MANHATTAN COMMUNITY MIDDLE SCHOOL",2014,309,317,"18.4","32","28.2","21.4","49.5","Lower Manhattan Community Middle School",350,3,"Richard R. Green High School of Teaching |  Lower Manhattan Community Middle School |  26 BROADWAY CONSOLIDATED LOCATION",1,4,19,3,2,"3C","251-500","0.86","3.26","5.55","2.17","1.29","MANHATTAN",10004,40.70568,-74.013302,1,1,9,1000811,1000220013,"Battery Park City-Lower Manhattan","7C","1251-1500",1000811,1000220013,29
"73","03M009","P.S. 009 SARAH ANDERSON",2014,296,341,"6.1","12.8","27","54.1","81.1","P.S. 009 Sarah Anderson",648,2,"P.S. 009 Sarah Anderson |  M.S. 243 Center School |  100 WEST  84 STREET CONSOLIDATED LOCATION",0,0,1,0,0,"4C","501-750","0.52","1.71","2.49","1.16","0.75","MANHATTAN",10024,40.785287,-73.97343,7,6,169,1032119,1012140029,"Upper West Side","5C","751-1000",1032119,1012140029,1
"74","03M054","J.H.S. 054 BOOKER T. WASHINGTON",2014,564,337,"15.6","7.8","20.2","56.4","76.6","J.H.S. 054 Booker T. Washington",815,1,"J.H.S. 054 Booker T. Washington",1,4,1,4,1,"5C","751-1000","0.52","1.71","2.49","1.16","0.75","MANHATTAN",10025,40.800119,-73.962837,7,7,193,1055990,1018620011,"Morningside Heights",NA,NA,NA,NA,11
"75","03M075","P.S. 075 EMILY DICKINSON",2014,273,312,"22","31.9","25.6","20.5","46.2","P.S. 075 Emily Dickinson",607,2,"P.S. 075 Emily Dickinson |  M.S. 250 West Side Collaborative Middle School |  735 WEST END AVENUE CONSOLIDATED LOCATION",2,2,2,2,2,"4C","501-750","0.52","1.71","2.49","1.16","0.75","MANHATTAN",10025,40.795157,-73.973292,7,6,183,1034190,1012530065,"Upper West Side","5C","751-1000",1034190,1012530065,10
"76","03M076","P.S. 076 A. PHILIP RANDOLPH",2014,254,290,"41.7","41.7","12.2","4.3","16.5","P.S. 076 A. Philip Randolph",498,1,"P.S. 076 A. Philip Randolph",1,1,1,2,0,"3C","251-500","0.35","1.06","1.09","0.73","0.5","MANHATTAN",10027,40.806768,-73.951061,10,9,220,1058470,1019260017,"Central Harlem South",NA,NA,NA,NA,5
"77","03M084","P.S. 084 LILLIAN WEBER",2014,203,313,"17.2","35.5","27.1","20.2","47.3","P.S. 084 Lillian Weber",517,2,"P.S. 084 Lillian Weber |  M.S. M247 Dual Language Middle School |  32 WEST  92 STREET CONSOLIDATED LOCATION",0,2,0,1,1,"4C","501-750","0.33","1.32","1.76","0.83","0.59","MANHATTAN",10025,40.789526,-73.967574,7,6,177,1081042,1012050006,"Upper West Side","4C","501-750",1081042,1012050006,4
"78","03M087","P.S. 087 WILLIAM SHERMAN",2014,433,340,"4.2","15.5","31.2","49.2","80.4","P.S. 087 William Sherman",900,1,"P.S. 087 William Sherman",0,0,0,0,0,"5C","751-1000","0.52","1.71","2.49","1.16","0.75","MANHATTAN",10024,40.781958,-73.977638,7,6,161,1030196,1011490007,"Upper West Side",NA,NA,NA,NA,0
"79","03M145","P.S. 145, THE BLOOMINGDALE SCHOOL",2014,150,282,"49.3","35.3","14.7","0.7","15.3","P.S. 145, The Bloomingdale School",407,2,"P.S. 145, The Bloomingdale School |  West Prep Academy |  150 WEST 105 STREET CONSOLIDATED LOCATION",0,4,1,1,1,"3C","251-500","0.33","1.32","1.76","0.83","0.59","MANHATTAN",10025,40.799178,-73.964842,7,7,189,1076625,1018590001,"Upper West Side","4C","501-750",1076625,1018590001,7
"80","03M149","P.S. 149 SOJOURNER TRUTH",2014,168,274,"66.1","23.8","9.5","0.6","10.1","P.S. 149 Sojourner Truth",339,1,"P.S. 149 Sojourner Truth",0,0,1,0,0,"3C","251-500","0.35","1.06","1.09","0.73","0.5","MANHATTAN",10026,40.802136,-73.947828,10,9,190,1051434,1016010001,"Central Harlem South",NA,NA,NA,NA,1
"81","03M163","P.S. 163 ALFRED E. SMITH",2014,312,332,"9.9","23.7","23.1","43.3","66.3","P.S. 163 Alfred E. Smith",625,1,"P.S. 163 Alfred E. Smith",0,0,0,0,0,"4C","501-750","0.33","1.32","1.76","0.83","0.59","MANHATTAN",10025,40.794264,-73.968706,7,7,185,1055908,1018520099,"Upper West Side",NA,NA,NA,NA,0
"82","03M165","P.S. 165 ROBERT E. SIMON",2014,494,288,"51.8","26.9","13","8.3","21.3","P.S. 165 Robert E. Simon",858,2,"P.S. 165 Robert E. Simon |  Mott Hall II |  234 WEST 109 STREET CONSOLIDATED LOCATION",0,4,1,2,2,"5C","751-1000","0.56","2.4","3.56","1.36","1.05","MANHATTAN",10025,40.802917,-73.965613,7,7,195,1056676,1018800013,"Morningside Heights","6C","1001-1250",1056676,1018800013,9
"83","03M166","P.S. 166 THE RICHARD RODGERS SCHOOL OF THE ARTS AND TECHNOLOGY",2014,277,340,"8.7","19.1","17.3","54.9","72.2","P.S. 166 The Richard Rodgers School of The Arts an",594,1,"P.S. 166 The Richard Rodgers School of The Arts an",2,0,0,0,2,"4C","501-750","0.33","1.32","1.76","0.83","0.59","MANHATTAN",10024,40.788865,-73.971847,7,6,173,1032308,1012190047,"Upper West Side",NA,NA,NA,NA,4
"84","03M180","P.S. 180 HUGO NEWMAN",2014,294,300,"32.3","42.2","14.3","11.2","25.5","P.S. 180 Hugo Newman",614,1,"P.S. 180 Hugo Newman",0,2,0,2,0,"4C","501-750","0.33","1.32","1.76","0.83","0.59","MANHATTAN",10027,40.807843,-73.955569,10,9,257,1059111,1019460001,"Central Harlem South",NA,NA,NA,NA,4
"85","03M191","P.S. 191 AMSTERDAM",2014,293,280,"59.7","29.4","9.9","1","10.9","P.S. 191 Amsterdam",514,1,"P.S. 191 Amsterdam",1,2,3,2,1,"4C","501-750","0.33","1.32","1.76","0.83","0.59","MANHATTAN",10023,40.771925,-73.987328,7,6,147,1030320,1011520029,"Lincoln Square",NA,NA,NA,NA,9
"86","03M199","P.S. 199 JESSIE ISADOR STRAUS",2014,399,336,"6","12.8","33.3","47.9","81.2","P.S. 199 Jessie Isador Straus",838,1,"P.S. 199 Jessie Isador Straus",0,0,0,0,0,"5C","751-1000","0.52","1.71","2.49","1.16","0.75","MANHATTAN",10023,40.778059,-73.984449,7,6,155,1030351,1011580040,"Lincoln Square",NA,NA,NA,NA,0
"87","03M208","P.S. 208 ALAIN L. LOCKE",2014,147,282,"53.1","29.9","15","2","17","P.S. 208 Alain L. Locke",164,1,"P.S. 208 Alain L. Locke",0,0,1,0,0,"2C","1-250","0.43","1.03","1.23","0.99","0.41","MANHATTAN",10026,40.797874,-73.949699,10,9,186,1051410,1015950015,"Central Harlem South",NA,NA,NA,NA,1
"88","03M241","STEM INSTITUTE OF MANHATTAN",2014,34,285,"55.9","35.3","5.9","2.9","8.8","STEM Institute of Manhattan",99,3,"STEM Institute of Manhattan|  The Opportunity Charter School|  Success Academy Charter School - Harlem 4|  240 WEST 113 STREET CONSOLIDATED LOCATION",2,0,1,1,1,"2C","1-250","0.43","1.03","1.23","0.99","0.41","MANHATTAN",10026,40.801689,-73.954908,10,9,216,1055111,1018280015,"Central Harlem South","2C","1-250",1055111,1018280015,5
"89","03M242","P.S. 242 - THE YOUNG DIPLOMATS MAGNET ACADEMY",2014,84,295,"39.3","41.7","11.9","7.1","19","P.S. 242 - The Young Diplomats Magnet Academy",223,2,"P.S. 242 - The Young Diplomats Magnet Academy |  Future Leaders Institute Charter School |  134 WEST 122 STREET CONSOLIDATED LOCATION",0,1,1,1,0,"2C","1-250","0.43","1.03","1.23","0.99","0.41","MANHATTAN",10027,40.8063,-73.948013,10,9,220,1057683,1019060011,"Central Harlem South","2C","1-250",1057683,1019060011,3
"90","03M243","M.S. 243 CENTER SCHOOL",2014,170,337,"2.9","17.1","38.8","41.2","80","M.S. 243 Center School",229,2,"P.S. 009 Sarah Anderson |  M.S. 243 Center School |  100 WEST  84 STREET CONSOLIDATED LOCATION",0,0,1,0,0,"2C","1-250","0.52","1.71","2.49","1.16","0.75","MANHATTAN",10024,40.785287,-73.97343,7,6,169,1032119,1012140029,"Upper West Side","5C","751-1000",1032119,1012140029,1
"91","03M245","M.S. M245 THE COMPUTER SCHOOL",2014,298,319,"12.8","34.9","28.2","24.2","52.3","M.S. M245 The Computer School",411,3,"M.S. M245 The Computer School |  The Anderson School |  P.S. 452 |  100 WEST  77 STREET CONSOLIDATED LOCATION",0,3,1,1,1,"3C","251-500","0.56","2.4","3.56","1.36","1.05","MANHATTAN",10024,40.780822,-73.976855,7,6,161,1030178,1011480014,"Upper West Side","6C","1001-1250",1030178,1011480014,6
"92","03M247","M.S. M247 DUAL LANGUAGE MIDDLE SCHOOL",2014,175,312,"14.9","40","40","5.1","45.1","M.S. M247 Dual Language Middle School",195,2,"P.S. 084 Lillian Weber |  M.S. M247 Dual Language Middle School |  32 WEST  92 STREET CONSOLIDATED LOCATION",0,2,0,1,1,"2C","1-250","0.33","1.32","1.76","0.83","0.59","MANHATTAN",10025,40.789526,-73.967574,7,6,177,1081042,1012050006,"Upper West Side","4C","501-750",1081042,1012050006,4
"93","03M250","M.S. 250 WEST SIDE COLLABORATIVE MIDDLE SCHOOL",2014,169,293,"34.9","55.6","7.7","1.8","9.5","M.S. 250 West Side Collaborative Middle School",190,2,"P.S. 075 Emily Dickinson |  M.S. 250 West Side Collaborative Middle School |  735 WEST END AVENUE CONSOLIDATED LOCATION",2,2,2,2,2,"2C","1-250","0.52","1.71","2.49","1.16","0.75","MANHATTAN",10025,40.795157,-73.973292,7,6,183,1034190,1012530065,"Upper West Side","5C","751-1000",1034190,1012530065,10
"94","03M256","M.S. 256 ACADEMIC & ATHLETIC EXCELLENCE",2014,140,270,"71.4","24.3","2.1","2.1","4.3","M.S. 256 Academic & Athletic Excellence",159,3,"M.S. 256 Academic & Athletic Excellence |  Community Action School - MS 258 |  P.S. 333 Manhattan School for Children |  154 WEST  93 STREET CONSOLIDATED LOCATION",2,2,6,1,3,"2C","1-250","0.56","2.4","3.56","1.36","1.05","MANHATTAN",10025,40.791728,-73.970845,7,6,177,1032522,1012230005,"Upper West Side","6C","1001-1250",1032522,1012230005,14
"95","03M258","COMMUNITY ACTION SCHOOL - MS 258",2014,218,301,"25.2","56.9","16.1","1.8","17.9","Community Action School - MS 258",258,3,"M.S. 256 Academic & Athletic Excellence |  Community Action School - MS 258 |  P.S. 333 Manhattan School for Children |  154 WEST  93 STREET CONSOLIDATED LOCATION",2,2,6,1,3,"3C","251-500","0.56","2.4","3.56","1.36","1.05","MANHATTAN",10025,40.791728,-73.970845,7,6,177,1032522,1012230005,"Upper West Side","6C","1001-1250",1032522,1012230005,14
"96","03M333","P.S. 333 MANHATTAN SCHOOL FOR CHILDREN",2014,390,320,"11.8","31.3","36.7","20.3","56.9","P.S. 333 Manhattan School for Children",771,3,"M.S. 256 Academic & Athletic Excellence |  Community Action School - MS 258 |  P.S. 333 Manhattan School for Children |  154 WEST  93 STREET CONSOLIDATED LOCATION",2,2,6,1,3,"5C","751-1000","0.56","2.4","3.56","1.36","1.05","MANHATTAN",10025,40.791728,-73.970845,7,6,177,1032522,1012230005,"Upper West Side","6C","1001-1250",1032522,1012230005,14
"97","03M334","THE ANDERSON SCHOOL",2014,354,367,"0.3","1.7","15.5","82.5","98","The Anderson School",576,3,"M.S. M245 The Computer School |  The Anderson School |  P.S. 452 |  100 WEST  77 STREET CONSOLIDATED LOCATION",0,3,1,1,1,"4C","501-750","0.56","2.4","3.56","1.36","1.05","MANHATTAN",10024,40.780822,-73.976855,7,6,161,1030178,1011480014,"Upper West Side","6C","1001-1250",1030178,1011480014,6
"98","03M415","WADLEIGH SECONDARY SCHOOL FOR THE PERFORMING & VISUAL ARTS",2014,56,273,"73.2","23.2","3.6","0","3.6","Wadleigh Secondary School for the Performing & Vis",531,2,"Wadleigh Secondary School for the Performing & Vis |  Frederick Douglass Academy II Secondary School |  215 WEST 114 STREET CONSOLIDATED LOCATION",3,4,11,3,3,"4C","501-750","0.52","1.71","2.49","1.16","0.75","MANHATTAN",10026,40.802207,-73.954142,10,9,218,1055204,1018300019,"Central Harlem South","5C","751-1000",1055204,1018300019,24
"99","03M421","WEST PREP ACADEMY",2014,183,288,"39.9","48.1","10.4","1.6","12","West Prep Academy",214,2,"P.S. 145, The Bloomingdale School |  West Prep Academy |  150 WEST 105 STREET CONSOLIDATED LOCATION",0,4,1,1,1,"2C","1-250","0.33","1.32","1.76","0.83","0.59","MANHATTAN",10025,40.799178,-73.964842,7,7,189,1076625,1018590001,"Upper West Side","4C","501-750",1076625,1018590001,7
"100","03M452","P.S. 452",2014,53,319,"15.1","26.4","26.4","32.1","58.5","P.S. 452",220,3,"M.S. M245 The Computer School |  The Anderson School |  P.S. 452 |  100 WEST  77 STREET CONSOLIDATED LOCATION",0,3,1,1,1,"2C","1-250","0.56","2.4","3.56","1.36","1.05","MANHATTAN",10024,40.780822,-73.976855,7,6,161,1030178,1011480014,"Upper West Side","6C","1001-1250",1030178,1011480014,6
"101","03M859","SPECIAL MUSIC SCHOOL",2014,74,350,"0","5.4","32.4","62.2","94.6","Special Music School",191,1,"Special Music School",0,0,1,0,0,"2C","1-250","0.43","1.03","1.23","0.99","0.41","MANHATTAN",10023,40.774919,-73.982745,7,6,153,1081024,1011390008,"Lincoln Square",NA,NA,NA,NA,1
"102","03M860","FREDERICK DOUGLASS ACADEMY II SECONDARY SCHOOL",2014,100,276,"57","37","6","0","6","Frederick Douglass Academy II Secondary School",429,2,"Wadleigh Secondary School for the Performing & Vis |  Frederick Douglass Academy II Secondary School |  215 WEST 114 STREET CONSOLIDATED LOCATION",3,4,11,3,3,"3C","251-500","0.52","1.71","2.49","1.16","0.75","MANHATTAN",10026,40.802207,-73.954142,10,9,218,1055204,1018300019,"Central Harlem South","5C","751-1000",1055204,1018300019,24
"103","03M862","MOTT HALL II",2014,262,324,"5","32.8","41.6","20.6","62.2","Mott Hall II",345,2,"P.S. 165 Robert E. Simon |  Mott Hall II |  234 WEST 109 STREET CONSOLIDATED LOCATION",0,4,1,2,2,"3C","251-500","0.56","2.4","3.56","1.36","1.05","MANHATTAN",10025,40.802917,-73.965613,7,7,195,1056676,1018800013,"Morningside Heights","6C","1001-1250",1056676,1018800013,9
"104","04M007","P.S. 007 SAMUEL STERN",2014,207,292,"38.2","40.6","17.9","3.4","21.3","P.S. 007 Samuel Stern",391,2,"P.S. 007 Samuel Stern |  Global Technology Preparatory |  160 EAST 120 STREET CONSOLIDATED LOCATION",1,2,0,2,1,"3C","251-500","0.33","1.32","1.76","0.83","0.59","MANHATTAN",10035,40.801007,-73.939349,11,8,196,1083501,1017680021,"East Harlem North","4C","501-750",1083501,1017680021,6
"105","04M012","TAG YOUNG SCHOLARS",2014,347,353,"0.3","11","25.1","63.7","88.8","Tag Young Scholars",533,3,"Tag Young Scholars |  ESPERANZA PREPARATORY ACADEMY |  Global Neighborhood Secondary School |  240 EAST 109 STREET CONSOLIDATED LOCATION",1,5,7,2,3,"4C","501-750","0.56","2.4","3.56","1.36","1.05","MANHATTAN",10029,40.79307,-73.942303,11,8,170,1052433,1016560100,"East Harlem South","6C","1001-1250",1052433,1016560100,18
"106","04M013","J.H.S. 013 JACKIE ROBINSON",2014,90,272,"70","25.6","3.3","1.1","4.4","J.H.S. 013 Jackie Robinson",107,5,"J.H.S. 013 Jackie Robinson|  Central Park East I|  Central Park East High School|  East Harlem Scholars Academy Charter School II|  East Harlem Scholars Academy Charter School|  1573 MADISON AVENUE CONSOLIDATED LOCATION",0,2,2,0,2,"2C","1-250","0.52","1.71","2.49","1.16","0.75","MANHATTAN",10029,40.793763,-73.949381,11,8,17401,1051515,1016120050,"East Harlem South","5C","751-1000",1051515,1016120050,6
"107","04M037","RIVER EAST ELEMENTARY",2014,94,294,"30.9","54.3","11.7","3.2","14.9","River East Elementary",208,2,"River East Elementary |  P.S. 206 Jose Celso Barbosa |  508 EAST 120 STREET CONSOLIDATED LOCATION",0,2,5,2,0,"2C","1-250","0.33","1.32","1.76","0.83","0.59","MANHATTAN",10035,40.797467,-73.930868,11,8,192,1084005,1018160001,"East Harlem North","4C","501-750",1084005,1018160001,9
"108","04M038","P.S. 38 ROBERTO CLEMENTE",2014,128,284,"46.1","39.1","14.1","0.8","14.8","P.S. 38 Roberto Clemente",283,2,"P.S. 38 Roberto Clemente|DREAM Charter School|232 EAST 103 STREET CONSOLIDATED LOCATION",0,2,2,1,1,"3C","251-500","0.35","1.06","1.09","0.73","0.5","MANHATTAN",10029,40.788952,-73.944538,11,8,164,1052384,1016520016,"East Harlem South","3C","251-500",1052384,1016520016,6
"109","04M050","P.S. 050 VITO MARCANTONIO",2014,202,278,"58.4","33.2","6.9","1.5","8.4","P.S. 050 Vito Marcantonio",304,2,"P.S. 050 Vito Marcantonio| New York Center for Autism Charter School| 433 EAST 100 STREET CONSOLIDATED LOCATION",1,3,2,4,0,"3C","251-500","0.35","1.06","1.09","0.73","0.5","MANHATTAN",10029,40.785258,-73.941526,11,8,162,1083933,1016940001,"East Harlem South","3C","251-500",1083933,1016940001,10
"110","04M057","JAMES WELDON JOHNSON",2014,490,302,"27.3","40.4","22.7","9.6","32.2","James Weldon Johnson",843,1,"James Weldon Johnson",1,1,1,2,0,"5C","751-1000","0.52","1.71","2.49","1.16","0.75","MANHATTAN",10029,40.797577,-73.94128,11,8,182,1083184,1016400139,"East Harlem North",NA,NA,NA,NA,5
"111","04M072","THE LEXINGTON ACADEMY",2014,204,295,"40.7","34.8","21.6","2.9","24.5","The Lexington Academy",499,1,"The Lexington Academy",0,0,0,0,0,"3C","251-500","0.35","1.06","1.09","0.73","0.5","MANHATTAN",10029,40.791179,-73.947776,11,8,166,1081340,1016320011,"East Harlem South",NA,NA,NA,NA,0
"112","04M083","P.S. 083 LUIS MUNOZ RIVERA",2014,198,313,"19.7","28.3","34.3","17.7","52","P.S. 083 Luis Munoz Rivera",460,2,"P.S. 083 Luis Munoz Rivera |  The Bilingual Bicultural School |  219 EAST 109 STREET CONSOLIDATED LOCATION",3,0,1,2,1,"3C","251-500","0.52","1.71","2.49","1.16","0.75","MANHATTAN",10029,40.793194,-73.942548,11,8,180,1052436,1016590012,"East Harlem North","5C","751-1000",1052436,1016590012,7
"113","04M096","P.S. 096 JOSEPH LANZETTA",2014,308,277,"62","28.9","8.4","0.6","9.1","P.S. 096 Joseph Lanzetta",506,1,"P.S. 096 Joseph Lanzetta",0,3,2,1,2,"4C","501-750","0.33","1.32","1.76","0.83","0.59","MANHATTAN",10035,40.800256,-73.937558,11,8,194,1074333,1017840012,"East Harlem North",NA,NA,NA,NA,8
"114","04M102","P.S. 102 JACQUES CARTIER",2014,122,273,"64.8","27.9","7.4","0","7.4","P.S. 102 Jacques Cartier",317,1,"P.S. 102 Jacques Cartier",0,0,0,0,0,"3C","251-500","0.35","1.06","1.09","0.73","0.5","MANHATTAN",10029,40.794872,-73.938719,11,8,180,1081366,1016840101,"East Harlem North",NA,NA,NA,NA,0
"115","04M108","P.S. 108 ASSEMBLYMAN ANGELO DEL TORO EDUCATIONAL COMPLEX",2014,468,290,"43.2","37.6","13.5","5.8","19.2","P.S. 108 Assemblyman Angelo Del Toro Educational C",676,1,"P.S. 108 Assemblyman Angelo Del Toro Educational C",0,2,2,1,1,"4C","501-750","0.33","1.32","1.76","0.83","0.59","MANHATTAN",10029,40.795146,-73.948368,11,8,17401,1051584,1016140021,"East Harlem South",NA,NA,NA,NA,6
"116","04M146","P.S. 146 ANN M. SHORT",2014,160,272,"70","20","7.5","2.5","10","P.S. 146 Ann M. Short",420,1,"P.S. 146 Ann M. Short",3,0,3,2,1,"3C","251-500","0.35","1.06","1.09","0.73","0.5","MANHATTAN",10029,40.789295,-73.939262,11,8,162,1052999,1017000001,"East Harlem South",NA,NA,NA,NA,9
"117","04M155","P.S. 155 WILLIAM PACA",2014,158,279,"55.7","31","10.1","3.2","13.3","P.S. 155 William Paca",367,2,"P.S. 155 William Paca |  Renaissance School of the Arts |  319 EAST 117 STREET CONSOLIDATED LOCATION",1,2,3,2,1,"3C","251-500","0.33","1.32","1.76","0.83","0.59","MANHATTAN",10035,40.797302,-73.936365,11,8,188,1052986,1016890005,"East Harlem North","4C","501-750",1052986,1016890005,9
"118","04M171","P.S. 171 PATRICK HENRY",2014,452,322,"9.1","36.5","31.2","23.2","54.4","P.S. 171 Patrick Henry",731,2,"P.S. 171 Patrick Henry |  Central Park East II |  19 EAST 103 STREET CONSOLIDATED LOCATION",0,1,5,1,0,"4C","501-750","0.52","1.71","2.49","1.16","0.75","MANHATTAN",10029,40.792122,-73.951961,11,8,168,1051497,1016090007,"East Harlem South","5C","751-1000",1051497,1016090007,7
